Store Number,Store Type,Address,City,State,Zip Code,Phone Number,Play Place,Drive Thru,Arch Card,Free Wi-Fi,Latitude,Longitude
,,,,,,,,,,,,
26172,Gas Station,3296 Rider Trl S,Earth City,MO,63045,(314) 739-6016,N,Y,Y,Y,38.761888,-90.454873
,,,,,,,,,,,,
26174,Freestanding,933 Us 31 S,Traverse City,MI,49684,(231) 943-0774,N,Y,Y,Y,44.673425,-85.655665
,,,,,,,,,,,,
26178,Freestanding,5580 Hwy 105,Beaumont,TX,77708,(409) 899-5192,N,Y,Y,Y,30.13385,-94.166085
,,,,,,,,,,,,
26184,Freestanding,2405 N.W. 87Th Avenue,Miami,FL,33126,(305) 468-1822,N,Y,Y,Y,25.796169,-80.336426
,,,,,,,,,,,,
26186,Freestanding,808 Serfas Club Dr,Corona,CA,92882,(951) 340-9089,N,Y,Y,Y,33.879954,-117.614433
,,,,,,,,,,,,
26187,Freestanding,5010 Van Buren Blvd.,Riverside,CA,92503,(951) 688-1111,N,Y,Y,Y,33.935301,-117.454491
,,,,,,,,,,,,
26193,Mall,500 Inland Center Dr Spc Fc-105E,San Bernardino,CA,92408,(909) 388-1150,N,N,Y,N,34.086378,-117.297118
,,,,,,,,,,,,
26195,Gas Station,3703 S Division St,Blytheville,AR,72315,(870) 776-1307,N,Y,Y,Y,35.888843,-89.917805
,,,,,,,,,,,,
26202,Freestanding,3009 Hwy 190 W,Hammond,LA,70401,(985) 542-0568,N,Y,Y,Y,30.503951,-90.496449
,,,,,,,,,,,,
26203,Freestanding,1090 E. John Sims Pkwy.,Niceville,FL,32578,(850) 678-1844,N,Y,Y,Y,30.517142,-86.468533
,,,,,,,,,,,,
26206,Freestanding,1200 Hwy 67 W,Alvarado,TX,76009,(817) 790-5721,Y,Y,Y,Y,32.416777,-97.225923
,,,,,,,,,,,,
26210,Freestanding,7901 Ulmerton Rd,Largo,FL,33771,(727) 531-4841,N,Y,Y,Y,27.894734,-82.747222
,,,,,,,,,,,,
26212,Freestanding,36204 Ushy 27 N,Haines City,FL,33844,(863) 421-8445,N,Y,Y,Y,28.126471,-81.6403
,,,,,,,,,,,,
26219,Gas Station,2836 W Ann Rd,North Las Vegas,NV,89031,(702) 656-4621,N,Y,Y,Y,36.262304,-115.179414
,,,,,,,,,,,,
26226,Freestanding,1300 N. Ferdon Blvd.,Crestview,FL,32536,(850) 423-7755,N,Y,Y,Y,30.79226,-86.558689
,,,,,,,,,,,,
26230,Freestanding,3548-3550 N Cicero,Chicago,IL,60641,(773) 283-0157,N,Y,Y,Y,41.945831,-87.747285
,,,,,,,,,,,,
26233,Freestanding,596 Hwy 701 N,Loris,SC,29569,(843) 756-1772,N,Y,Y,Y,34.068612,-78.879168
,,,,,,,,,,,,
26234,Freestanding,416 E Lincoln Rd,Vallejo,CA,94591,(707) 649-8743,N,Y,Y,Y,38.095298,-122.229331
,,,,,,,,,,,,
26238,Gas Station,8000 E Reno,Midwest City,OK,73110,(405) 741-2113,N,Y,Y,Y,35.4635,-97.387939
,,,,,,,,,,,,
26241,Freestanding,2715 Black Oak Drive,El Paso De Robles,CA,93446,(805) 239-2805,N,Y,Y,Y,35.642786,-120.686405
,,,,,,,,,,,,
26242,Gas Station,303 Unionville Indian Trail Rd,Indian Trail,NC,28079,(704) 893-2899,Y,Y,Y,Y,35.076836,-80.65188
,,,,,,,,,,,,
26244,Freestanding,1215 Ne 48Th,Hillsboro,OR,97124,(503) 844-8621,N,Y,Y,Y,45.53386,-122.934544
,,,,,,,,,,,,
26245,Freestanding,3371 Memorial Blvd,Murfreesboro,TN,37130,(615) 217-9122,N,Y,Y,Y,35.909303,-86.384348
,,,,,,,,,,,,
26246,Freestanding,12085 Veterans Memorial,Houston,TX,77067,(281) 893-5500,Y,Y,Y,Y,29.959809,-95.477721
,,,,,,,,,,,,
26248,Freestanding,2113 Memorial Blvd,Springfield,TN,37172,(615) 384-6177,Y,Y,N,Y,36.493251,-86.877321
,,,,,,,,,,,,
26249,Freestanding,44345 Hwy 17,Vernon,AL,35592,(205) 695-0752,N,Y,Y,Y,33.752759,-88.110127
,,,,,,,,,,,,
26250,Freestanding,Us Hwy 491,Shiprock,NM,87420,(505) 368-3844,Y,Y,Y,Y,36.77638,-108.696102
,,,,,,,,,,,,
26251,Freestanding,18145 Crenshaw Blvd,Torrance,CA,90504,(310) 771-8290,N,Y,Y,Y,33.865932,-118.326777
,,,,,,,,,,,,
26252,Freestanding,350 Five Cities Drive,Pismo Beach,CA,93449,(805) 773-3549,N,Y,Y,Y,35.13675,-120.62644
,,,,,,,,,,,,
26253,Freestanding,1520 State Street,Racine,WI,53404,(262) 633-3546,N,Y,Y,Y,42.732113,-87.799332
,,,,,,,,,,,,
26259,Freestanding,11310 Telegraph Rd,Redford,MI,48239,(313) 387-3053,N,Y,Y,Y,42.36927,-83.275002
,,,,,,,,,,,,
26263,Shared Bldng,706 W. Trafalger Pointe Way,Trafalgar,IN,46181,(317) 878-4243,N,Y,Y,Y,39.411174,-86.157299
,,,,,,,,,,,,
26266,Museum,6Th Street & Independence Ave. Sw.,Washington,DC,20560,(202) 682-0942,N,N,Y,N,38.888066,-77.019635
,,,,,,,,,,,,
26269,Gas Station,24072 State Line Road-Satellite,Bright,IN,47025,(812) 637-1079,N,Y,Y,N,39.219671,-84.855548
,,,,,,,,,,,,
26272,Gas Station,217 Martin Luther King Jr Dr,Marks,MS,38646,(662) 326-5178,N,Y,Y,Y,34.259166,-90.274197
,,,,,,,,,,,,
26275,Freestanding,702 Washington St,Franklinton,LA,70438-1790,(985) 795-9556,Y,Y,Y,Y,30.843787,-90.159261
,,,,,,,,,,,,
26284,Freestanding,9310 Hwy 6 S,Houston,TX,77083,(832) 328-1890,Y,Y,Y,Y,29.678136,-95.644237
,,,,,,,,,,,,
26289,Freestanding,4623 State St,Rockford,IL,61108,(815) 397-4827,N,Y,Y,Y,42.263095,-89.025482
,,,,,,,,,,,,
26298,Freestanding,2515 Fulton,Houston,TX,77009,(713) 224-6964,Y,Y,Y,Y,29.785076,-95.361262
,,,,,,,,,,,,
26301,Freestanding,Garrity Boulevard,Nampa,ID,83687,(208) 466-9096,N,Y,Y,Y,43.595682,-116.517085
,,,,,,,,,,,,
26302,Freestanding,1401 Leesburg Ave,Washington Cour,OH,43160,(740) 333-1701,N,Y,Y,Y,39.523906,-83.458729
,,,,,,,,,,,,
26303,Freestanding,1120 Miller Parkway,West Milwaukee,WI,53215,(414) 647-8434,N,Y,Y,Y,43.020159,-87.969037
,,,,,,,,,,,,
26312,Freestanding,7344 W Sand Lake Road,Doctor Phillips,FL,32819,(407) 264-0770,N,Y,Y,Y,28.449599,-81.480186
,,,,,,,,,,,,
26314,Gas Station,15846 U.S. Hwy 49,"Belzoni, Ms",MS,39038,(662) 247-0093,N,Y,Y,Y,33.178306,-90.496332
,,,,,,,,,,,,
26315,Freestanding,1504 Eldridge Pky,Houston,TX,77077,(281) 759-2330,Y,Y,Y,Y,29.757444,-95.625733
,,,,,,,,,,,,
26316,Freestanding,7195 Kent Rd,Bainbridge,OH,44023,(330) 562-0934,N,Y,Y,Y,41.3527,-81.385837
,,,,,,,,,,,,
26317,Freestanding,3885 John Gordon Ln,High Point,NC,27265,(336) 889-9369,N,Y,Y,Y,36.036156,-79.962294
,,,,,,,,,,,,
26331,Freestanding,1536 N Higley Rd,Gilbert,AZ,85234,(480) 830-9669,N,Y,Y,Y,33.378185,-111.722788
,,,,,,,,,,,,
26332,Freestanding,226 E Washington Street,North Attleborough,MA,2760,(508) 695-3900,N,Y,Y,Y,41.972145,-71.331519
,,,,,,,,,,,,
26334,Gas Station,3155 Us Hwy 20,Richfield Sprin,NY,13439,(315) 858-0532,N,Y,Y,Y,42.858979,-74.998699
,,,,,,,,,,,,
26335,Freestanding,7398 S South St,Lowville,NY,13367,(315) 376-7100,N,Y,Y,Y,43.778026,-75.485157
,,,,,,,,,,,,
26336,Walmart,751 W Oglethorpe Pky (Wm #862),Hinesville,GA,31313,(912) 876-7595,N,N,Y,Y,31.826172,-81.601179
,,,,,,,,,,,,
26341,Freestanding,171 Nc Hwy 16,Denver,NC,28037,(704) 820-0508,Y,Y,Y,Y,35.444439,-80.997677
,,,,,,,,,,,,
26344,Freestanding,112 E Edinburg Ave,Elsa,TX,78543,(956) 262-3226,N,Y,Y,Y,26.293112,-97.992807
,,,,,,,,,,,,
26345,Freestanding,8282 Laguna Blvd,Elk Grove,CA,95758,(916) 691-3231,N,Y,Y,Y,38.422247,-121.400694
,,,,,,,,,,,,
26347,Freestanding,1424 M 32 West,Alpena,MI,49707,(989) 358-9255,N,Y,Y,Y,45.062085,-83.479397
,,,,,,,,,,,,
26348,Gas Station,16552 E 14Th Street,Ashland,CA,94578,(510) 317-5950,N,Y,Y,Y,37.693394,-122.110744
,,,,,,,,,,,,
26349,Freestanding,625 N Oak St,Pearsall,TX,78061,(830) 334-2203,Y,Y,Y,Y,28.897549,-99.093915
,,,,,,,,,,,,
26350,Freestanding,1420 Millville Ave,Hamilton,OH,45011,(513) 892-8400,N,Y,Y,Y,39.40657,-84.609991
,,,,,,,,,,,,
26354,Freestanding,1435 W Henderson,Cleburne,TX,76031,(817) 558-0604,Y,Y,Y,Y,32.340361,-97.407233
,,,,,,,,,,,,
26358,Freestanding,1791 Epps Bridge Parkway,Athens,GA,30606,(706) 227-9200,Y,Y,Y,Y,33.915535,-83.447115
,,,,,,,,,,,,
26359,Freestanding,507 Macarthur Drive,Alexandria,LA,71301,(318) 443-6215,N,Y,Y,Y,31.296223,-92.478091
,,,,,,,,,,,,
26361,Freestanding,1040 W Mcpherson Hwy,Clyde,OH,43410,(419) 547-7878,N,Y,Y,Y,41.314652,-82.990681
,,,,,,,,,,,,
26362,Freestanding,5624 W Roosevelt Rd,Chicago,IL,60644,(773) 921-0056,N,Y,Y,Y,41.865823,-87.765356
,,,,,,,,,,,,
26364,Storefront,233 W Jackson,Chicago,IL,60606,(312) 583-0682,N,N,Y,Y,41.878025,-87.635136
,,,,,,,,,,,,
26371,Freestanding,36 W. 95Th Street,Chicago,IL,60628,(773) 568-7910,N,Y,Y,Y,41.72193,-87.625662
,,,,,,,,,,,,
26381,Freestanding,235 N Pacific Coast Hwy,Redondo Beach,CA,90277,(310) 937-9609,N,Y,Y,Y,33.844414,-118.38736
,,,,,,,,,,,,
26384,Freestanding,701 11Th Street Sw,Spencer,IA,51301,(712) 580-8864,N,Y,Y,Y,43.127266,-95.1548
,,,,,,,,,,,,
26387,Freestanding,2407 S Hampton Rd,Dallas,TX,75233,(214) 467-8351,Y,Y,Y,Y,32.721585,-96.857683
,,,,,,,,,,,,
26393,Freestanding,2757 E Bidwell St,Folsom,CA,95630,(916) 984-6305,N,Y,Y,Y,38.65493,-121.124396
,,,,,,,,,,,,
26394,Freestanding,3130 E Broadway,Phoenix,AZ,85040,(602) 232-2828,N,Y,Y,Y,33.407552,-112.01386
,,,,,,,,,,,,
26397,Freestanding,1743 Hwy 100,Centerville,TN,37033,(931) 729-2375,Y,Y,Y,Y,35.834476,-87.433704
,,,,,,,,,,,,
26398,Freestanding,4030 Wards Rd,Lynchburg,VA,24502,(434) 239-3257,N,Y,Y,Y,37.345973,-79.188474
,,,,,,,,,,,,
26401,Freestanding,1129 Hwy 260,Cottonwood,AZ,86326,(928) 634-9622,Y,Y,Y,Y,34.719472,-112.001072
,,,,,,,,,,,,
26411,Gas Station,2526 Main St (Sto),East Troy,WI,53120,(262) 642-9859,N,Y,Y,N,42.791554,-88.391173
,,,,,,,,,,,,
26413,Freestanding,105 Interchange Blvd,Ormond Beach,FL,32174,(386) 672-3798,N,Y,Y,Y,29.255791,-81.117973
,,,,,,,,,,,,
26414,Freestanding,490 Sthy 13 N,Jacksonville,FL,32217,(904) 287-6220,N,Y,N,Y,30.117581,-81.62629
,,,,,,,,,,,,
26418,Gas Station,15900 N Interstate 35,Austin,TX,78728,(512) 670-2630,N,Y,Y,Y,30.456591,-97.66788
,,,,,,,,,,,,
26420,Freestanding,6007 Slide Rd,Lubbock,TX,79414-4309,(806) 793-2959,Y,Y,Y,Y,33.539124,-101.921767
,,,,,,,,,,,,
26427,Freestanding,5616 Tavilla Circle,Naples,FL,34110,(239) 593-6055,N,Y,Y,Y,26.273677,-81.746458
,,,,,,,,,,,,
26431,Gas Station,1001 W Stephens,Van Alstyne,TX,75495,(903) 712-2006,N,Y,Y,Y,33.421033,-96.590049
,,,,,,,,,,,,
26433,Mall,1330 Northridge Shctr,Salinas,CA,93906,(831) 443-4905,N,N,Y,N,36.715559,-121.657186
,,,,,,,,,,,,
26436,Freestanding,4330 Dallas Ft Worth Turnpike,Dallas,TX,75211,(214) 331-2262,N,Y,Y,Y,32.765228,-96.896889
,,,,,,,,,,,,
26438,Freestanding,22492 Lankford Hwy,Cape Charles,VA,23310,(757) 331-1855,N,Y,Y,Y,37.269196,-75.973844
,,,,,,,,,,,,
26439,Freestanding,2490 Centreville Rd,Centreville,MD,21617,(410) 758-8223,N,Y,Y,Y,39.031769,-76.076241
,,,,,,,,,,,,
26442,Freestanding,107 Horizon Dr,Verona,WI,53719,(608) 848-6188,Y,Y,Y,Y,42.993843,-89.523818
,,,,,,,,,,,,
26445,Freestanding,1998 Dave Lyle Blvd,Rock Hill,SC,29730,(803) 909-7090,N,Y,Y,Y,34.940455,-80.977331
,,,,,,,,,,,,
26447,Freestanding,4618 William Flynn Hwy (Ds 797),Hampton Township,PA,15101,(412) 487-4327,N,Y,Y,Y,40.590007,-79.947934
,,,,,,,,,,,,
26449,Freestanding,80 N Plains Rd,The Plains,OH,45780,(740) 797-0203,N,Y,Y,Y,39.374914,-82.134504
,,,,,,,,,,,,
26451,Freestanding,10595 Stead Blvd Reno,Reno,NV,89506,(775) 677-2241,N,Y,Y,Y,39.625129,-119.882569
,,,,,,,,,,,,
26454,Freestanding,3685 Pulaski Hwy,Cornersville,TN,37047,(931) 293-7800,N,Y,Y,Y,35.30937,-86.879597
,,,,,,,,,,,,
26456,Gas Station,228 Grove St Rte 7,Brandon,VT,5733,(802) 247-4477,N,Y,Y,Y,43.802337,-73.096406
,,,,,,,,,,,,
26462,Storefront,7800 Germantown Ave,Philadelphia,PA,19118,(215) 753-1323,N,N,Y,Y,40.068736,-75.199149
,,,,,,,,,,,,
26463,Freestanding,518 Conchester Hwy,Boothwyn,PA,19061,(610) 364-1200,N,Y,Y,Y,39.849649,-75.449744
,,,,,,,,,,,,
26466,Walmart,8001 Us Highway 19 N (WalMart #1390),Pinellas Park,FL,33781-1742,(727) 576-6772,N,N,Y,N,27.845251,-82.685593
,,,,,,,,,,,,
26468,Freestanding,"2740 S, Us 117",Goldsboro,NC,27530,(919) 581-9483,N,Y,Y,Y,35.329111,-78.035988
,,,,,,,,,,,,
26469,Gas Station,2518 W Old Spanish Trail,New Iberia,LA,70560,(337) 560-4331,Y,Y,Y,Y,30.031162,-91.841337
,,,,,,,,,,,,
26474,Freestanding,12185 Sw 26Th St,Miami,FL,33175,(305) 229-2005,N,Y,Y,Y,25.744692,-80.39174
,,,,,,,,,,,,
26475,Gas Station,735 S Meadows Pky,Reno,NV,89521,(775) 852-8088,N,Y,Y,Y,39.439637,-119.756939
,,,,,,,,,,,,
26477,Freestanding,5601 Vine St,Philadelphia,PA,19139,(215) 476-4772,N,Y,Y,Y,39.965999,-75.232234
,,,,,,,,,,,,
26478,Freestanding,3536 Page Avenue,Jackson,MI,49203,(517) 764-0116,N,Y,Y,Y,42.24013,-84.352787
,,,,,,,,,,,,
26480,Freestanding,Swc Powers & Airport,Colorado Springs,CO,80916,(719) 574-3477,Y,Y,Y,Y,38.824033,-104.727527
,,,,,,,,,,,,
26481,Freestanding,3800 N 124Th St,Wauwatosa,WI,53222,(414) 461-8155,N,Y,Y,Y,43.086512,-88.065739
,,,,,,,,,,,,
26482,Freestanding,5101 Pointe Of Tampa Way,Tampa,FL,33647,(813) 866-9721,N,Y,Y,Y,28.117979,-82.379296
,,,,,,,,,,,,
26483,Freestanding,16701 Fishhawk Blvd,Lithia,FL,33547,(813) 655-3409,N,Y,N,Y,27.860113,-82.202679
,,,,,,,,,,,,
26487,Freestanding,1298 East Ontario Avenue,Corona,CA,92881,(951) 736-2800,N,Y,Y,Y,33.846244,-117.539578
,,,,,,,,,,,,
26489,Freestanding,5100 Harry Truman Dr,Grandview,MO,64030,(816) 763-1343,Y,Y,Y,Y,38.899357,-94.532275
,,,,,,,,,,,,
26490,Freestanding,1610 E Peoria,Paola,KS,66071,(913) 294-9395,N,Y,Y,Y,38.570779,-94.857264
,,,,,,,,,,,,
26495,Freestanding,5111 Mckinaw Road,Bay City,MI,48706,(989) 684-1214,N,Y,Y,Y,43.592813,-83.991831
,,,,,,,,,,,,
26496,Gas Station,405 N 5Th St,Roscommon,MI,48653,(989) 275-0533,N,Y,Y,Y,44.500223,-84.596769
,,,,,,,,,,,,
26497,Gas Station,8425 West Centennial,Las Vegas,NV,89149,(702) 646-5200,N,Y,Y,Y,36.277015,-115.279315
,,,,,,,,,,,,
26499,Gas Station,14802 Powers St,Lost Hills,CA,93249,(661) 797-2111,N,Y,Y,Y,35.615472,-119.660646
,,,,,,,,,,,,
26508,Freestanding,27103 Mcbean Pkwy,Santa Clarita,CA,91355,(661) 799-5861,N,Y,Y,Y,34.423065,-118.562952
,,,,,,,,,,,,
26511,Freestanding,124 E State St,West Lafayette,IN,47906,(765) 743-6069,N,Y,Y,Y,40.422605,-86.904798
,,,,,,,,,,,,
26516,Freestanding,8480 Farm Rd,Las Vegas,NV,89131,(702) 839-0359,Y,Y,Y,Y,36.301934,-115.281428
,,,,,,,,,,,,
26517,Casino,3475 Las Vegas Blvd South,Las Vegas,NV,89109,(702) 734-3058,N,N,Y,Y,36.120085,-115.171921
,,,,,,,,,,,,
26518,Casino,4321 W Flamingo Rd,Las Vegas,NV,89103,(702) 507-5115,N,N,Y,N,36.114401,-115.195209
,,,,,,,,,,,,
26519,Freestanding,3730 Renee Dr,Myrtle Beach,SC,29579,(843) 903-1807,Y,Y,Y,Y,33.759286,-78.967452
,,,,,,,,,,,,
26522,Gas Station,5016-101 Spring Forest Road,Raleigh,NC,27616,(919) 954-8880,N,Y,Y,Y,35.855431,-78.556862
,,,,,,,,,,,,
26529,Freestanding,14001 N Pennsylvania Ave,Oklahoma City,OK,73134,(405) 749-1900,N,Y,Y,Y,35.612896,-97.54999
,,,,,,,,,,,,
26530,Freestanding,1754 Mendon Rd,Cumberland,RI,2864,(401) 334-3177,N,Y,Y,Y,41.943536,-71.436095
,,,,,,,,,,,,
26531,Freestanding,13501 N Macarthur,Oklahoma City,OK,73142,(405) 722-8500,Y,Y,Y,Y,35.607369,-97.621479
,,,,,,,,,,,,
26537,Freestanding,660 Liberty St,Springfield,MA,1103,(413) 731-1529,N,Y,Y,Y,42.120846,-72.584841
,,,,,,,,,,,,
26538,Freestanding,1410 North Lemon Street,Anaheim,CA,92801,(714) 447-4203,N,Y,Y,Y,33.856129,-117.919437
,,,,,,,,,,,,
26540,Storefront,6201 Santa Teresa,San Jose,CA,95119,(408) 229-1158,N,N,Y,Y,37.235984,-121.803392
,,,,,,,,,,,,
26541,Freestanding,5337 E Grand Ave,Dallas,TX,75223,(214) 827-1079,Y,Y,Y,Y,32.791945,-96.749945
,,,,,,,,,,,,
26543,Freestanding,1090 E Pecos Rd,Chandler,AZ,85225,(480) 821-5136,Y,Y,Y,Y,33.292272,-111.821808
,,,,,,,,,,,,
26545,Freestanding,1505 Donelson Pky,Dover,TN,37058,(931) 232-0005,Y,Y,Y,Y,36.479749,-87.888301
,,,,,,,,,,,,
26546,Freestanding,1100 E Crawford,Salina,KS,67401,(785) 825-2511,N,Y,Y,Y,38.826728,-97.593588
,,,,,,,,,,,,
26547,Freestanding,10555 Parallel Parkway,Kansas City,KS,66111,(913) 299-9600,Y,Y,Y,Y,39.12807,-94.824552
,,,,,,,,,,,,
26548,Freestanding,2944 S Kirkman Rd,Orlando,FL,32811,(407) 296-6265,N,Y,Y,Y,28.511426,-81.459638
,,,,,,,,,,,,
26553,Freestanding,3715 Oleander Drive,Myrtle Beach,SC,29577,(843) 839-9000,N,Y,Y,Y,33.727053,-78.870386
,,,,,,,,,,,,
26557,Freestanding,6421 Old Us Hwy 52,Lexington,NC,27295,(336) 731-4379,N,Y,Y,Y,35.912794,-80.253216
,,,,,,,,,,,,
26558,Freestanding,1609 Central Blvd,Brownsville,TX,78520,(956) 504-9442,Y,Y,Y,Y,25.926565,-97.511905
,,,,,,,,,,,,
26571,Freestanding,Nwc Roy Rogers & La Paz Plz,Victorville,CA,92392,(760) 243-4032,N,Y,Y,Y,34.520535,-117.317398
,,,,,,,,,,,,
26577,Freestanding,919 W North Bend Rd,Cincinnati,OH,45224,(513) 541-8888,N,Y,Y,Y,39.200988,-84.520412
,,,,,,,,,,,,
26582,Freestanding,12609 Lexington Street,Manor,TX,78653,(512) 272-4300,Y,Y,N,Y,30.349796,-97.555648
,,,,,,,,,,,,
26588,Freestanding,2401 Wonder Dr,Kannapolis,NC,28083,(704) 786-5822,N,Y,Y,Y,35.465796,-80.588946
,,,,,,,,,,,,
26590,Freestanding,"3869 Route 31, Po Box 3144",Liverpool,NY,13090,(315) 622-3534,N,Y,Y,Y,43.185896,-76.246246
,,,,,,,,,,,,
26591,Mall,201 E Magnolia Blvd (Satellite),Burbank,CA,91501,(818) 842-3039,N,N,Y,N,34.183478,-118.312247
,,,,,,,,,,,,
26592,Freestanding,1504 E Gibbs,Del Rio,TX,78840,(830) 774-4507,Y,Y,Y,Y,29.369649,-100.887024
,,,,,,,,,,,,
26593,Freestanding,4424 Denrose Ct,Fort Collins,CO,80524,(970) 221-3299,N,Y,Y,Y,40.580259,-104.996428
,,,,,,,,,,,,
26594,Freestanding,3790 Quebec St,Denver,CO,80238,(303) 321-7499,Y,Y,Y,Y,39.769024,-104.902018
,,,,,,,,,,,,
26595,Freestanding,I 25 & Hwy 52,Frederick,CO,80516,(303) 833-5366,N,Y,Y,Y,40.086986,-104.984938
,,,,,,,,,,,,
26596,Freestanding,150 S Parish Ave,Johnstown,CO,80534,(970) 587-8995,N,Y,Y,Y,40.334174,-104.906751
,,,,,,,,,,,,
26607,Freestanding,4360 Legacy Dr,Frisco,TX,75034,(972) 731-5808,Y,Y,Y,Y,33.115637,-96.839119
,,,,,,,,,,,,
26608,Freestanding,102 N Longstreet St,Kingstree,SC,29556,(843) 354-5449,Y,Y,Y,Y,33.663565,-79.833102
,,,,,,,,,,,,
26609,Freestanding,1410 Cypress Creek Rd,Cedar Park,TX,78613,(512) 336-1999,Y,Y,Y,Y,30.482634,-97.831358
,,,,,,,,,,,,
26613,Gas Station,2999 Grandpoint Hwy,Henderson,LA,70517,(337) 332-0026,N,Y,Y,Y,30.313165,-91.831988
,,,,,,,,,,,,
26619,Gas Station,1607 N. Main Street,Normal,IL,61761,(309) 862-2277,N,Y,Y,Y,40.530162,-88.996802
,,,,,,,,,,,,
26624,Gas Station,1202 N Church Street  (Sto),Atkins,AR,72823,(479) 641-1177,N,Y,Y,Y,35.254738,-92.936737
,,,,,,,,,,,,
26625,Freestanding,1503 N. Park Street,Alexandria,IN,46001,(765) 724-7097,N,Y,Y,Y,40.276175,-85.671052
,,,,,,,,,,,,
26626,Freestanding,1400 S Nebo Rd,Yorktown,IN,47396,(765) 254-1397,N,Y,Y,Y,40.180789,-85.461113
,,,,,,,,,,,,
26627,Freestanding,490 Highland Blvd,Newark,OH,43055,(740) 344-1211,N,Y,Y,Y,40.058611,-82.445746
,,,,,,,,,,,,
26628,Freestanding,3005 E Livingston Ave,Columbus,OH,43209,(614) 235-5766,N,Y,Y,Y,39.946425,-82.917002
,,,,,,,,,,,,
26633,Freestanding,3101 Albert Pike Rd,Hot Springs,AR,71913,(501) 767-8998,N,Y,Y,Y,34.502945,-93.126266
,,,,,,,,,,,,
26635,Freestanding,1422 S Main,Red Bud,IL,62278,(618) 282-1717,N,Y,Y,Y,38.19895,-89.993409
,,,,,,,,,,,,
26636,Freestanding,4511 Orange Beach Blvd.,Orange Beach,AL,36561,(251) 974-2663,Y,Y,Y,Y,30.290742,-87.581826
,,,,,,,,,,,,
26641,Freestanding,520 N Main Street,Hiawassee,GA,30546,(706) 896-5104,N,Y,Y,Y,34.955976,-83.759526
,,,,,,,,,,,,
26642,Freestanding,1805 N Scott St,Napoleon,OH,43545,(419) 599-1192,N,Y,Y,Y,41.40381,-84.132454
,,,,,,,,,,,,
26643,Gas Station,2805 Lee Rd,Lithia Springs,GA,30122-3368,(678) 838-7013,Y,Y,Y,Y,33.733526,-84.668992
,,,,,,,,,,,,
26644,Freestanding,15291 Collier Blvd,Naples,FL,34119,(239) 304-1530,N,Y,Y,Y,26.272589,-81.691117
,,,,,,,,,,,,
26655,Freestanding,1349 E Tallmadge Ave,Akron,OH,44310,(330) 633-1825,N,Y,Y,Y,41.102449,-81.46595
,,,,,,,,,,,,
26656,Freestanding,355 Hwy 3162,Cut Off,LA,70345,(985) 325-3001,N,Y,Y,Y,29.468103,-90.32372
,,,,,,,,,,,,
26657,Gas Station,La Hwy 3125,Gramercy,LA,70052,(225) 869-5070,N,Y,Y,Y,30.062018,-90.699258
,,,,,,,,,,,,
26667,Gas Station,5185 S Jefferson,Lamont,FL,32344,(850) 997-4979,N,Y,Y,Y,30.471593,-83.89055
,,,,,,,,,,,,
26673,Freestanding,8611 S. Harlem Avenue,Bridgeview,IL,60455,(708) 599-1750,Y,Y,Y,Y,41.734376,-87.798351
,,,,,,,,,,,,
26674,Gas Station,124B Indian Rock Rd -Route 111,Windham,NH,3087,(603) 893-8205,N,Y,Y,Y,42.806223,-71.262983
,,,,,,,,,,,,
26683,Freestanding,River St & Rt309,Plains,PA,18705,(570) 970-7952,N,Y,Y,Y,41.261269,-75.867621
,,,,,,,,,,,,
26690,Freestanding,300 E. Sunrise Blvd.,Fort Lauderdale,FL,33304,(954) 763-5543,N,Y,Y,Y,26.136633,-80.140981
,,,,,,,,,,,,
26691,Freestanding,103 Mcmurry Blvd,Hartsville,TN,37074,(615) 374-0200,Y,Y,Y,Y,36.399679,-86.162067
,,,,,,,,,,,,
26692,Freestanding,11 Dixon Springs Hwy,Carthage,TN,37030,(615) 735-9263,N,Y,Y,Y,36.260838,-85.951869
,,,,,,,,,,,,
26694,Gas Station,811 Prairie Hill Rd,South Beloit,IL,61080,(815) 389-2335,N,Y,Y,Y,42.47172,-89.055776
,,,,,,,,,,,,
26698,Freestanding,8012 Sheridan Rd,White Hall,AR,71602,(870) 267-7350,N,Y,Y,Y,34.259646,-92.100741
,,,,,,,,,,,,
26706,Freestanding,8527 Us 19 N,Port Richey,FL,34668,(727) 848-3997,N,Y,Y,Y,28.281591,-82.717366
,,,,,,,,,,,,
26708,Tollway,9270 Lime Ridge Rd (Portage West),Mantua,OH,44255,(330) 297-5990,N,N,Y,N,41.244503,-81.17604
,,,,,,,,,,,,
26709,Tollway,9250 Lime Ridge Rd (Brady's Leap),Mantua,OH,44255,(330) 297-7500,N,N,Y,N,41.242331,-81.177761
,,,,,,,,,,,,
26720,Freestanding,340 W Mission Ave,Escondido,CA,92025,(760) 741-0368,Y,Y,Y,Y,33.128912,-117.091027
,,,,,,,,,,,,
26722,Freestanding,1720 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,(561) 640-4280,N,Y,Y,Y,26.723363,-80.084266
,,,,,,,,,,,,
26723,Freestanding,2605 Crawfordville Hwy,Crawfordville,FL,32327-2168,(850) 926-9270,N,Y,Y,Y,30.194321,-84.370565
,,,,,,,,,,,,
26729,Freestanding,5935 Madison Av,Indianapolis,IN,46227,(317) 791-8002,N,Y,Y,Y,39.680286,-86.13159
,,,,,,,,,,,,
